Number of qubits,Output,Occurrences
2,'00',17
2,'01',66
2,'10',61
2,'11',880
3,'000',5
3,'001',5
3,'010',6
3,'011',37
3,'100',8
3,'101',65
3,'110',99
3,'111',799
4,'0000',11
4,'0001',7
4,'0010',2
4,'0011',9
4,'0100',10
4,'0101',16
4,'0110',16
4,'0111',77
4,'1000',21
4,'1001',38
4,'1010',16
4,'1011',57
4,'1100',63
4,'1101',63
4,'1110',127
4,'1111',491
5,'00000',23
5,'00001',21
5,'10000',56
5,'10001',54
5,'10010',134
5,'10011',99
5,'10100',24
5,'10101',43
5,'10110',36
5,'10111',42
5,'11000',17
5,'11001',22
5,'11010',30
5,'11011',24
5,'11100',5
5,'11101',9
5,'11110',14
5,'11111',16
5,'00010',74
5,'00011',68
5,'00100',20
5,'00101',20
5,'00110',22
5,'00111',27
5,'01000',11
5,'01001',18
5,'01010',23
5,'01011',21
5,'01100',13
5,'01101',14
5,'01110',11
5,'01111',13
6,'000000',28
6,'000001',26
6,'010000',25
6,'010001',9
6,'010010',24
6,'010011',15
6,'010100',16
6,'010101',11
6,'010110',14
6,'010111',12
6,'011000',28
6,'011001',17
6,'011010',16
6,'011011',10
6,'011100',23
6,'011101',5
6,'011110',17
6,'011111',11
6,'000010',18
6,'100000',18
6,'100001',19
6,'100010',19
6,'100011',15
6,'100100',19
6,'100101',13
6,'100110',15
6,'100111',10
6,'101000',31
6,'101001',12
6,'101010',21
6,'101011',8
6,'101100',16
6,'101101',20
6,'101110',16
6,'101111',8
6,'000011',10
6,'110000',21
6,'110001',15
6,'110010',23
6,'110011',21
6,'110100',13
6,'110101',9
6,'110110',12
6,'110111',9
6,'111000',15
6,'111001',17
6,'111010',19
6,'111011',10
6,'111100',11
6,'111101',14
6,'111110',8
6,'111111',8
6,'000100',15
6,'000101',15
6,'000110',19
6,'000111',14
6,'001000',28
6,'001001',20
6,'001010',17
6,'001011',17
6,'001100',18
6,'001101',11
6,'001110',11
6,'001111',19
7,'0000000',3
7,'0000001',7
7,'0010000',7
7,'0010001',11
7,'0010010',4
7,'0010011',6
7,'0010100',4
7,'0010101',7
7,'0010110',5
7,'0010111',6
7,'0011000',8
7,'0011001',1
7,'0011010',3
7,'0011011',18
7,'0011100',5
7,'0011101',7
7,'0011110',7
7,'0011111',5
7,'0000010',6
7,'0100000',4
7,'0100001',12
7,'0100010',7
7,'0100011',4
7,'0100100',4
7,'0100101',11
7,'0100110',5
7,'0100111',7
7,'0101000',17
7,'0101001',16
7,'0101010',15
7,'0101011',19
7,'0101100',13
7,'0101101',21
7,'0101110',17
7,'0101111',23
7,'0000011',8
7,'0110000',8
7,'0110001',13
7,'0110010',6
7,'0110011',15
7,'0110100',5
7,'0110101',10
7,'0110110',4
7,'0110111',7
7,'0111000',6
7,'0111001',8
7,'0111010',9
7,'0111011',14
7,'0111100',8
7,'0111101',6
7,'0111110',3
7,'0111111',8
7,'0000100',3
7,'1000000',4
7,'1000001',9
7,'1000010',7
7,'1000011',5
7,'1000100',5
7,'1000101',4
7,'1000110',4
7,'1000111',6
7,'1001000',2
7,'1001001',7
7,'1001010',12
7,'1001011',8
7,'1001100',5
7,'1001101',6
7,'1001110',9
7,'1001111',11
7,'0000101',4
7,'1010000',7
7,'1010001',6
7,'1010010',2
7,'1010011',8
7,'1010100',5
7,'1010101',7
7,'1010110',3
7,'1010111',7
7,'1011000',7
7,'1011001',10
7,'1011010',6
7,'1011011',15
7,'1011100',9
7,'1011101',11
7,'1011110',8
7,'1011111',13
7,'0000110',5
7,'1100000',6
7,'1100001',7
7,'1100011',5
7,'1100100',2
7,'1100101',4
7,'1100110',6
7,'1100111',9
7,'1101000',3
7,'1101001',15
7,'1101010',9
7,'1101011',11
7,'1101100',7
7,'1101101',8
7,'1101110',13
7,'1101111',21
7,'0000111',3
7,'1110000',3
7,'1110001',5
7,'1110010',5
7,'1110011',7
7,'1110100',4
7,'1110101',5
7,'1110110',1
7,'1110111',14
7,'1111000',9
7,'1111001',10
7,'1111010',9
7,'1111011',17
7,'1111100',5
7,'1111101',11
7,'1111110',12
7,'1111111',16
7,'0001000',4
7,'0001001',7
7,'0001010',8
7,'0001011',14
7,'0001100',8
7,'0001101',11
7,'0001110',5
7,'0001111',12
8,'00000000',3
8,'00000001',8
8,'00010000',6
8,'00010001',3
8,'00010010',3
8,'00010011',4
8,'00010100',7
8,'00010101',7
8,'00010110',5
8,'00010111',2
8,'00011000',6
8,'00011001',4
8,'00011010',3
8,'00011011',4
8,'00011100',7
8,'00011101',2
8,'00011110',5
8,'00011111',3
8,'00000010',3
8,'00100000',6
8,'00100001',7
8,'00100011',6
8,'00100100',6
8,'00100101',3
8,'00100110',5
8,'00100111',1
8,'00101000',12
8,'00101001',7
8,'00101010',4
8,'00101011',3
8,'00101100',2
8,'00101101',3
8,'00101111',5
8,'00000011',6
8,'00110000',6
8,'00110001',4
8,'00110010',5
8,'00110011',6
8,'00110100',4
8,'00110101',5
8,'00110110',3
8,'00110111',3
8,'00111000',2
8,'00111001',4
8,'00111010',2
8,'00111011',3
8,'00111100',2
8,'00111101',5
8,'00111110',4
8,'00111111',7
8,'00000100',3
8,'01000000',6
8,'01000001',7
8,'01000010',7
8,'01000011',2
8,'01000100',4
8,'01000101',2
8,'01000110',2
8,'01000111',4
8,'01001000',3
8,'01001001',7
8,'01001010',4
8,'01001011',7
8,'01001100',6
8,'01001101',6
8,'01001110',1
8,'01001111',3
8,'00000101',7
8,'01010000',2
8,'01010001',6
8,'01010010',6
8,'01010011',2
8,'01010100',8
8,'01010101',6
8,'01010110',5
8,'01010111',9
8,'01011000',3
8,'01011001',5
8,'01011010',4
8,'01011100',6
8,'01011101',4
8,'01011110',2
8,'01011111',2
8,'00000110',4
8,'01100000',9
8,'01100001',6
8,'01100010',5
8,'01100011',2
8,'01100100',8
8,'01100101',8
8,'01100110',2
8,'01100111',5
8,'01101000',4
8,'01101001',5
8,'01101010',6
8,'01101011',7
8,'01101100',5
8,'01101101',3
8,'01101110',4
8,'01101111',6
8,'00000111',2
8,'01110000',5
8,'01110001',6
8,'01110010',6
8,'01110011',5
8,'01110100',3
8,'01110101',5
8,'01110110',4
8,'01110111',1
8,'01111000',7
8,'01111001',7
8,'01111010',3
8,'01111011',3
8,'01111100',5
8,'01111101',3
8,'01111110',3
8,'01111111',3
8,'00001000',5
8,'10000000',5
8,'10000001',4
8,'10000010',4
8,'10000011',6
8,'10000100',4
8,'10000101',2
8,'10000110',4
8,'10000111',3
8,'10001000',4
8,'10001001',4
8,'10001010',2
8,'10001011',3
8,'10001100',4
8,'10001101',4
8,'10001110',2
8,'10001111',1
8,'00001001',5
8,'10010000',2
8,'10010001',5
8,'10010010',6
8,'10010011',3
8,'10010100',12
8,'10010101',4
8,'10010110',1
8,'10011000',5
8,'10011001',5
8,'10011011',1
8,'10011100',4
8,'10011101',3
8,'10011110',7
8,'10011111',2
8,'00001010',4
8,'10100000',6
8,'10100001',3
8,'10100010',3
8,'10100011',4
8,'10100100',3
8,'10100101',5
8,'10100110',1
8,'10100111',6
8,'10101000',6
8,'10101001',2
8,'10101010',5
8,'10101011',2
8,'10101100',6
8,'10101101',4
8,'10101110',5
8,'10101111',4
8,'10110000',5
8,'10110001',4
8,'10110010',4
8,'10110011',3
8,'10110100',2
8,'10110101',5
8,'10110110',1
8,'10111000',5
8,'10111001',8
8,'10111010',6
8,'10111011',1
8,'10111100',3
8,'10111101',6
8,'10111110',4
8,'10111111',2
8,'00001100',3
8,'11000000',3
8,'11000001',4
8,'11000010',4
8,'11000011',3
8,'11000100',4
8,'11000101',5
8,'11000110',5
8,'11000111',1
8,'11001000',11
8,'11001001',6
8,'11001010',3
8,'11001011',3
8,'11001100',2
8,'11001101',2
8,'11001110',4
8,'11001111',1
8,'00001101',2
8,'11010000',6
8,'11010001',7
8,'11010010',1
8,'11010011',7
8,'11010100',4
8,'11010101',8
8,'11010110',4
8,'11010111',3
8,'11011000',2
8,'11011001',3
8,'11011010',6
8,'11011011',2
8,'11011100',1
8,'11011101',1
8,'11011110',3
8,'11011111',1
8,'00001110',3
8,'11100000',4
8,'11100001',2
8,'11100011',4
8,'11100100',5
8,'11100101',2
8,'11100110',2
8,'11100111',1
8,'11101000',7
8,'11101001',7
8,'11101010',7
8,'11101011',4
8,'11101100',1
8,'11101101',3
8,'11101110',2
8,'11101111',3
8,'00001111',5
8,'11110000',2
8,'11110001',7
8,'11110010',6
8,'11110011',3
8,'11110100',4
8,'11110101',2
8,'11110110',2
8,'11110111',2
8,'11111000',2
8,'11111001',2
8,'11111010',2
8,'11111011',6
8,'11111100',1
8,'11111101',1
8,'11111110',1
8,'11111111',3
9,'000010000',1
9,'100000000',3
9,'100000001',4
9,'100000010',1
9,'100000011',1
9,'100000100',3
9,'100000101',4
9,'100000110',2
9,'100000111',2
9,'100001000',2
9,'100001001',5
9,'100001010',1
9,'100001100',3
9,'100001101',4
9,'100001110',2
9,'100001111',3
9,'000010001',6
9,'100010000',2
9,'100010001',4
9,'100010010',2
9,'100010011',5
9,'100010100',1
9,'100010110',2
9,'100010111',3
9,'100011000',4
9,'100011001',1
9,'100011010',1
9,'100011011',6
9,'100011100',1
9,'100011101',1
9,'100011110',5
9,'100011111',1
9,'000010010',1
9,'100100000',1
9,'100100001',3
9,'100100010',2
9,'100100100',1
9,'100100101',3
9,'100100110',5
9,'100100111',2
9,'100101000',5
9,'100101001',3
9,'100101011',1
9,'100101100',2
9,'100101101',4
9,'100101110',2
9,'100101111',2
9,'000010011',3
9,'100110000',8
9,'100110001',5
9,'100110010',2
9,'100110011',1
9,'100110100',2
9,'100110101',3
9,'100110110',5
9,'100110111',3
9,'100111000',3
9,'100111001',2
9,'100111010',2
9,'100111011',3
9,'100111100',2
9,'100111101',1
9,'100111110',2
9,'100111111',2
9,'000010100',2
9,'101000000',1
9,'101000001',3
9,'101000100',6
9,'101000101',1
9,'101000110',1
9,'101000111',1
9,'101001000',3
9,'101001001',2
9,'101001010',1
9,'101001011',1
9,'101001100',2
9,'101001101',1
9,'101001110',2
9,'101001111',1
9,'000010101',4
9,'101010000',2
9,'101010001',4
9,'101010011',1
9,'101010100',5
9,'101010101',1
9,'101010110',2
9,'101010111',3
9,'101011000',1
9,'101011001',2
9,'101011010',1
9,'101011011',1
9,'101011100',2
9,'101011101',2
9,'000010110',5
9,'101100000',1
9,'101100001',1
9,'101100011',1
9,'101100110',2
9,'101100111',2
9,'101101000',1
9,'101101001',4
9,'101101010',1
9,'101101011',1
9,'101101100',3
9,'101101101',4
9,'101101111',1
9,'000010111',1
9,'101110000',3
9,'101110001',4
9,'101110010',1
9,'101110011',4
9,'101110100',2
9,'101110101',1
9,'101110110',2
9,'101111000',1
9,'101111001',2
9,'101111010',1
9,'101111100',1
9,'101111110',2
9,'000011000',2
9,'110000000',1
9,'110000001',2
9,'110000010',1
9,'110000011',2
9,'110000100',2
9,'110000101',1
9,'110000110',1
9,'110000111',1
9,'110001000',1
9,'110001001',3
9,'110001010',2
9,'110001100',2
9,'110001101',1
9,'110001110',1
9,'110001111',4
9,'000011001',2
9,'110010000',2
9,'110010001',3
9,'110010010',3
9,'110010011',2
9,'110010100',3
9,'110010101',2
9,'110010110',2
9,'110010111',3
9,'110011000',2
9,'110011001',3
9,'110011010',2
9,'110011011',1
9,'110011100',3
9,'110011101',2
9,'110011111',1
9,'000011010',2
9,'110100000',1
9,'110100001',1
9,'110100010',2
9,'110100100',2
9,'110100101',1
9,'110100110',2
9,'110100111',3
9,'110101000',2
9,'110101001',2
9,'110101010',1
9,'110101011',1
9,'110101100',1
9,'110101101',2
9,'110101111',1
9,'000011011',1
9,'110110000',5
9,'110110001',5
9,'110110010',1
9,'110110011',2
9,'110110100',3
9,'110110101',1
9,'110110110',2
9,'110110111',1
9,'110111000',3
9,'110111001',5
9,'110111011',4
9,'110111100',2
9,'110111101',1
9,'110111110',2
9,'110111111',2
9,'000011100',5
9,'111000000',3
9,'111000001',1
9,'111000010',2
9,'111000011',3
9,'111000101',2
9,'111000110',3
9,'111000111',4
9,'111001000',3
9,'111001001',5
9,'111001010',1
9,'111001011',1
9,'111001100',2
9,'111001101',1
9,'111001110',1
9,'111001111',2
9,'000011101',4
9,'111010000',2
9,'111010001',2
9,'111010010',2
9,'111010011',1
9,'111010100',4
9,'111010101',1
9,'111010110',4
9,'111010111',1
9,'111011000',3
9,'111011001',2
9,'111011010',3
9,'111011011',1
9,'111011100',2
9,'111011101',3
9,'111011110',2
9,'111011111',2
9,'000011110',1
9,'111100000',4
9,'111100001',2
9,'111100010',4
9,'111100011',2
9,'111100100',1
9,'111100101',4
9,'111100110',1
9,'111101000',2
9,'111101001',1
9,'111101010',3
9,'111101011',1
9,'111101100',1
9,'111101110',2
9,'111101111',2
9,'111110000',2
9,'111110001',2
9,'111110010',1
9,'111110011',4
9,'111110100',4
9,'111110101',4
9,'111110110',1
9,'111110111',1
9,'111111001',2
9,'111111010',2
9,'111111011',1
9,'111111101',2
9,'111111111',2
9,'000000010',1
9,'000100000',3
9,'000100001',2
9,'000100010',2
9,'000100011',1
9,'000100100',4
9,'000100101',2
9,'000100110',2
9,'000100111',1
9,'000101000',5
9,'000101001',3
9,'000101010',1
9,'000101011',2
9,'000101100',1
9,'000101101',1
9,'000101110',3
9,'000000011',4
9,'000110001',3
9,'000110010',3
9,'000110011',5
9,'000110100',4
9,'000110101',1
9,'000110110',3
9,'000111000',5
9,'000111001',2
9,'000111010',1
9,'000111011',3
9,'000111100',5
9,'000111101',4
9,'000111110',3
9,'000111111',1
9,'000000100',1
9,'001000000',1
9,'001000001',2
9,'001000010',1
9,'001000011',3
9,'001000100',2
9,'001000101',5
9,'001000110',2
9,'001000111',3
9,'001001001',1
9,'001001010',1
9,'001001100',1
9,'001001101',3
9,'001001110',3
9,'001001111',1
9,'001010000',1
9,'001010001',8
9,'001010010',1
9,'001010011',2
9,'001010100',6
9,'001010101',3
9,'001010110',1
9,'001010111',1
9,'001011000',3
9,'001011001',2
9,'001011010',3
9,'001011011',2
9,'001011100',2
9,'001011101',3
9,'001011110',2
9,'001011111',2
9,'000000110',2
9,'001100000',1
9,'001100001',4
9,'001100010',3
9,'001100011',1
9,'001100100',2
9,'001100101',1
9,'001100110',2
9,'001101000',2
9,'001101001',2
9,'001101010',1
9,'001101100',1
9,'001101101',3
9,'000000111',2
9,'001110000',1
9,'001110011',1
9,'001110100',1
9,'001110101',4
9,'001110110',2
9,'001110111',3
9,'001111000',4
9,'001111001',2
9,'001111010',1
9,'001111011',1
9,'001111100',2
9,'001111101',2
9,'001111110',2
9,'001111111',1
9,'000001000',1
9,'010000000',1
9,'010000001',1
9,'010000010',1
9,'010000011',2
9,'010000100',3
9,'010000101',1
9,'010000111',2
9,'010001000',3
9,'010001001',3
9,'010001010',1
9,'010001100',2
9,'010001101',4
9,'010001110',2
9,'000001001',6
9,'010010000',2
9,'010010001',2
9,'010010010',1
9,'010010011',4
9,'010010100',5
9,'010010101',3
9,'010010110',3
9,'010010111',3
9,'010011000',1
9,'010011001',2
9,'010011010',2
9,'010011011',4
9,'010011100',2
9,'010011101',5
9,'010011110',1
9,'010011111',2
9,'000001010',4
9,'010100000',1
9,'010100001',1
9,'010100010',3
9,'010100011',4
9,'010100100',1
9,'010100101',1
9,'010100110',2
9,'010100111',1
9,'010101000',2
9,'010101001',2
9,'010101010',4
9,'010101011',2
9,'010101100',1
9,'010101101',3
9,'010101110',1
9,'000001011',2
9,'010110000',3
9,'010110010',2
9,'010110011',3
9,'010110100',1
9,'010110101',1
9,'010110110',1
9,'010110111',2
9,'010111000',6
9,'010111001',5
9,'010111010',1
9,'010111011',3
9,'010111100',4
9,'010111101',2
9,'010111110',4
9,'010111111',1
9,'000001100',5
9,'011000000',2
9,'011000001',6
9,'011000010',1
9,'011000011',3
9,'011000100',1
9,'011000101',3
9,'011000110',2
9,'011000111',2
9,'011001001',3
9,'011001011',2
9,'011001101',2
9,'011001110',3
9,'011001111',1
9,'000001101',1
9,'011010000',3
9,'011010001',4
9,'011010010',2
9,'011010011',2
9,'011010100',4
9,'011010101',4
9,'011010110',1
9,'011010111',3
9,'011011001',2
9,'011011010',2
9,'011011011',3
9,'011011100',1
9,'011011101',1
9,'000001110',1
9,'011100000',1
9,'011100001',2
9,'011100010',2
9,'011100100',1
9,'011100110',4
9,'011101000',3
9,'011101001',1
9,'011101010',2
9,'011101100',1
9,'011101101',2
9,'011101110',1
9,'011101111',2
9,'011110000',1
9,'011110001',3
9,'011110100',4
9,'011110101',3
9,'011110110',2
9,'011110111',1
9,'011111000',5
9,'011111001',1
9,'011111010',2
9,'011111100',4
9,'011111101',2
9,'011111110',1
10,'0000000000',2
10,'0100000001',3
10,'0100000100',1
10,'0100000101',2
10,'0100000111',1
10,'0100001000',3
10,'0100001001',2
10,'0100001011',4
10,'0100001101',1
10,'0100001110',1
10,'0100001111',3
10,'0000010001',2
10,'0100010001',1
10,'0100010010',1
10,'0100011000',1
10,'0100011001',2
10,'0100011010',5
10,'0100011011',1
10,'0100011110',4
10,'0100011111',1
10,'0000010010',1
10,'0100100001',2
10,'0100100010',2
10,'0100100011',1
10,'0100100101',2
10,'0100100110',2
10,'0100101001',4
10,'0100101010',3
10,'0100101100',1
10,'0100101111',1
10,'0000010011',3
10,'0100110000',1
10,'0100110001',1
10,'0100110011',2
10,'0100110110',1
10,'0100110111',1
10,'0100111000',1
10,'0100111011',1
10,'0100111100',1
10,'0100111101',1
10,'0100111110',1
10,'0000010100',3
10,'0101000001',2
10,'0101000010',1
10,'0101000100',1
10,'0101000110',1
10,'0101001000',2
10,'0101001010',2
10,'0101001011',1
10,'0101001100',1
10,'0101001110',2
10,'0101001111',1
10,'0000010101',4
10,'0101010001',2
10,'0101010011',2
10,'0101010100',1
10,'0101010101',1
10,'0101010110',1
10,'0101010111',1
10,'0101011010',1
10,'0101011111',1
10,'0000010110',2
10,'0101100000',1
10,'0101100001',1
10,'0101100011',3
10,'0101100100',2
10,'0101100101',2
10,'0101101001',1
10,'0101101010',1
10,'0101101101',2
10,'0101101110',2
10,'0101110000',1
10,'0101110001',1
10,'0101110100',1
10,'0101110110',1
10,'0101110111',1
10,'0101111000',1
10,'0101111001',2
10,'0101111100',2
10,'0101111101',1
10,'0000011000',2
10,'0110000000',4
10,'0110000001',1
10,'0110000010',1
10,'0110000100',2
10,'0110000101',1
10,'0110000111',1
10,'0110001000',1
10,'0110001010',3
10,'0110001011',1
10,'0110001101',1
10,'0110001111',3
10,'0110010010',2
10,'0110010110',1
10,'0110011000',1
10,'0110011001',3
10,'0110011010',2
10,'0110011101',2
10,'0110011110',3
10,'0110100000',2
10,'0110100010',1
10,'0110100100',2
10,'0110100101',1
10,'0110100110',2
10,'0110101000',3
10,'0110101110',2
10,'0110110000',1
10,'0110110001',1
10,'0110110010',3
10,'0110110100',1
10,'0110110101',2
10,'0110110110',1
10,'0110111000',1
10,'0110111001',1
10,'0110111010',1
10,'0110111111',1
10,'0000011100',1
10,'0111000000',2
10,'0111000010',2
10,'0111000100',3
10,'0111000101',1
10,'0111000110',1
10,'0111000111',1
10,'0111001000',1
10,'0111001001',2
10,'0111001010',3
10,'0111001011',1
10,'0111001100',2
10,'0111001101',3
10,'0111001110',1
10,'0111010001',1
10,'0111010011',2
10,'0111010100',1
10,'0111010110',1
10,'0111010111',1
10,'0111011000',2
10,'0111011001',1
10,'0111011100',1
10,'0111011101',1
10,'0111011111',3
10,'0000011110',1
10,'0111100000',2
10,'0111100110',1
10,'0111100111',1
10,'0111101011',1
10,'0111101110',1
10,'0111101111',1
10,'0000011111',1
10,'0111110000',2
10,'0111110001',2
10,'0111110010',1
10,'0111110100',2
10,'0111110111',1
10,'0111111001',2
10,'0111111100',4
10,'0111111101',1
10,'0111111110',1
10,'0111111111',1
10,'0000000010',2
10,'0000100000',1
10,'1000000000',1
10,'1000000001',1
10,'1000000010',1
10,'1000000011',1
10,'1000000101',1
10,'1000000110',1
10,'1000001000',3
10,'1000001010',1
10,'1000001011',1
10,'1000001100',1
10,'1000001101',3
10,'1000001110',1
10,'1000001111',2
10,'0000100001',2
10,'1000010000',2
10,'1000010001',1
10,'1000010010',1
10,'1000010011',1
10,'1000010101',2
10,'1000010110',2
10,'1000011001',2
10,'1000011010',1
10,'1000011100',1
10,'1000011101',1
10,'1000100000',1
10,'1000100001',1
10,'1000100010',2
10,'1000100011',2
10,'1000100100',2
10,'1000100101',4
10,'1000100110',1
10,'1000100111',2
10,'1000101001',1
10,'1000101010',2
10,'1000101100',4
10,'1000101110',1
10,'1000110001',2
10,'1000110011',1
10,'1000110110',2
10,'1000110111',2
10,'1000111100',1
10,'1000111101',2
10,'1000111110',1
10,'1001000001',2
10,'1001000100',3
10,'1001000101',2
10,'1001000110',2
10,'1001000111',1
10,'1001001000',1
10,'1001001001',1
10,'1001001011',1
10,'1001001100',1
10,'1001001110',2
10,'1001001111',3
10,'1001010000',1
10,'1001010001',2
10,'1001010010',1
10,'1001010100',2
10,'1001010110',1
10,'1001011000',1
10,'1001011010',3
10,'1001011100',2
10,'1001011101',1
10,'1001011110',1
10,'0000100110',1
10,'1001100000',4
10,'1001100001',1
10,'1001100010',3
10,'1001100110',2
10,'1001100111',2
10,'1001101001',1
10,'1001101011',1
10,'1001101100',1
10,'1001101101',2
10,'1001101110',1
10,'1001101111',2
10,'1001110000',2
10,'1001110010',2
10,'1001110101',1
10,'1001111000',3
10,'1001111001',1
10,'1001111010',2
10,'1001111101',1
10,'1010000000',4
10,'1010000001',3
10,'1010000010',1
10,'1010000011',3
10,'1010000100',2
10,'1010000101',1
10,'1010000110',2
10,'1010000111',1
10,'1010001001',2
10,'1010001011',4
10,'1010001100',1
10,'1010001101',2
10,'0000101001',2
10,'1010010000',1
10,'1010010001',2
10,'1010010011',1
10,'1010010100',1
10,'1010010101',4
10,'1010010110',2
10,'1010011000',2
10,'1010011001',2
10,'1010011010',1
10,'1010011011',3
10,'1010011100',1
10,'1010011101',1
10,'1010011110',1
10,'1010011111',1
10,'1010100000',1
10,'1010100001',2
10,'1010100010',1
10,'1010100100',3
10,'1010100101',2
10,'1010100110',1
10,'1010100111',4
10,'1010101001',1
10,'1010101100',1
10,'1010101101',1
10,'1010101111',1
10,'1010110000',2
10,'1010110001',3
10,'1010110010',2
10,'1010110101',2
10,'1010110110',2
10,'1010110111',2
10,'1010111000',3
10,'1010111001',2
10,'1010111011',1
10,'1010111110',1
10,'1010111111',2
10,'0000101100',3
10,'1011000001',2
10,'1011000010',4
10,'1011000100',1
10,'1011000101',4
10,'1011000110',2
10,'1011000111',3
10,'1011001000',2
10,'1011001001',1
10,'1011001100',1
10,'1011001101',1
10,'1011001110',1
10,'1011001111',2
10,'0000101101',2
10,'1011010001',1
10,'1011010100',1
10,'1011011000',1
10,'1011011001',1
10,'1011011010',1
10,'1011011011',4
10,'1011011100',1
10,'0000101110',1
10,'1011100000',2
10,'1011100001',1
10,'1011100010',2
10,'1011100011',1
10,'1011100100',1
10,'1011100101',1
10,'1011100111',2
10,'1011101001',1
10,'1011101010',1
10,'1011101011',1
10,'1011101100',2
10,'1011101101',2
10,'1011101111',1
10,'0000101111',2
10,'1011110010',2
10,'1011110101',1
10,'1011110110',1
10,'1011110111',1
10,'1011111000',1
10,'1011111100',1
10,'1011111101',1
10,'0000000011',2
10,'0000110000',1
10,'1100000000',1
10,'1100000001',2
10,'1100000010',1
10,'1100000011',1
10,'1100000100',1
10,'1100000101',3
10,'1100000110',3
10,'1100000111',1
10,'1100001000',1
10,'1100001010',1
10,'1100001110',1
10,'1100001111',2
10,'0000110001',2
10,'1100010000',1
10,'1100010001',1
10,'1100010010',2
10,'1100010100',2
10,'1100010101',1
10,'1100010110',1
10,'1100010111',4
10,'1100011000',2
10,'1100011001',6
10,'1100011010',1
10,'1100011011',1
10,'1100011100',1
10,'1100011101',1
10,'1100011111',1
10,'0000110010',1
10,'1100100000',1
10,'1100100101',1
10,'1100100111',3
10,'1100101000',1
10,'1100101001',1
10,'1100101010',1
10,'1100101011',1
10,'1100101101',2
10,'1100101110',1
10,'1100110001',1
10,'1100110010',1
10,'1100110101',2
10,'1100110110',1
10,'1100111000',1
10,'1100111001',1
10,'1100111010',1
10,'1100111011',1
10,'1100111100',2
10,'1100111101',1
10,'1100111110',1
10,'1101000000',2
10,'1101000001',2
10,'1101000010',4
10,'1101000011',1
10,'1101000101',1
10,'1101000110',1
10,'1101001001',1
10,'1101001010',2
10,'1101001011',2
10,'1101001100',1
10,'1101001101',2
10,'1101001110',2
10,'0000110101',2
10,'1101010000',1
10,'1101010001',1
10,'1101010010',2
10,'1101010011',1
10,'1101010101',2
10,'1101010110',2
10,'1101010111',2
10,'1101011001',1
10,'1101011010',2
10,'1101011011',1
10,'1101011100',1
10,'1101011101',1
10,'1101011111',3
10,'0000110110',1
10,'1101100000',4
10,'1101100100',2
10,'1101100110',1
10,'1101101001',1
10,'1101101100',1
10,'1101110000',2
10,'1101110010',2
10,'1101110100',1
10,'1101110101',1
10,'1101110110',1
10,'1101110111',1
10,'1101111001',1
10,'1101111010',1
10,'1101111100',1
10,'1101111110',1
10,'0000111000',1
10,'1110000000',1
10,'1110000001',1
10,'1110000010',2
10,'1110000011',1
10,'1110000100',3
10,'1110000101',2
10,'1110000110',2
10,'1110000111',1
10,'1110001000',1
10,'1110001001',1
10,'1110001010',2
10,'1110001011',2
10,'1110001100',3
10,'1110001101',1
10,'1110001111',2
10,'1110010000',4
10,'1110010010',1
10,'1110010011',2
10,'1110010110',1
10,'1110010111',3
10,'1110011000',1
10,'1110011001',1
10,'1110011100',1
10,'1110011101',1
10,'1110011110',2
10,'1110011111',2
10,'0000111010',1
10,'1110100000',1
10,'1110100001',1
10,'1110100011',3
10,'1110100100',2
10,'1110100101',1
10,'1110100110',1
10,'1110100111',2
10,'1110101000',1
10,'1110101001',1
10,'1110101010',1
10,'1110101011',2
10,'1110101101',1
10,'1110110001',1
10,'1110110100',1
10,'1110110101',4
10,'1110110110',1
10,'1110110111',1
10,'1110111000',2
10,'1110111011',1
10,'1110111101',1
10,'1110111110',3
10,'0000111100',1
10,'1111000000',1
10,'1111000001',1
10,'1111000100',2
10,'1111000110',2
10,'1111000111',3
10,'1111001000',3
10,'1111001001',3
10,'1111001010',2
10,'1111001011',2
10,'1111001101',4
10,'1111001110',1
10,'1111010001',1
10,'1111010010',1
10,'1111010011',2
10,'1111010100',2
10,'1111010111',1
10,'1111011000',2
10,'1111011010',1
10,'1111011011',2
10,'1111011100',2
10,'1111011110',3
10,'1111011111',2
10,'0000111110',2
10,'1111100101',2
10,'1111100110',1
10,'1111100111',1
10,'1111101000',1
10,'1111101001',2
10,'1111101011',2
10,'0000111111',1
10,'1111110000',2
10,'1111110101',1
10,'1111111000',1
10,'1111111010',2
10,'1111111011',1
10,'1111111101',1
10,'1111111111',2
10,'0000000100',1
10,'0001000000',1
10,'0001000001',1
10,'0001001000',3
10,'0001001001',3
10,'0001001010',1
10,'0001001011',1
10,'0001001100',3
10,'0001001101',1
10,'0001001111',3
10,'0000000101',2
10,'0001010000',1
10,'0001010001',1
10,'0001010010',2
10,'0001010101',2
10,'0001011000',3
10,'0001011001',1
10,'0001011010',1
10,'0001011110',1
10,'0001100011',2
10,'0001100100',1
10,'0001100101',2
10,'0001100111',1
10,'0001101000',2
10,'0001101011',2
10,'0001101100',1
10,'0001101110',1
10,'0001110001',1
10,'0001110011',3
10,'0001110100',2
10,'0001110110',2
10,'0001111000',1
10,'0001111001',1
10,'0001111011',2
10,'0001111100',2
10,'0001111110',1
10,'0010000000',4
10,'0010000001',3
10,'0010000010',1
10,'0010000011',2
10,'0010000100',1
10,'0010000101',1
10,'0010000111',1
10,'0010001001',1
